,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
635,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,70,360,45,Torch Pokémon,55,1250000,1.1,55,Larvesta,50.0,636,50,55,60,bug,fire,28.8,5,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
636,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15,Sun Pokémon,65,1250000,1.6,85,Volcarona,50.0,637,135,105,100,bug,fire,46.0,5,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
637,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3,Iron Will Pokémon,129,1250000,2.1,91,Cobalion,,638,90,72,108,steel,fighting,250.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
638,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,Terrakion,,639,72,90,108,rock,fighting,260.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
639,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3,Grassland Pokémon,72,1250000,2.0,91,Virizion,,640,90,129,108,grass,fighting,200.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
640,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,Tornadus,100.0,641,110,90,121,flying,,63.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
641,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,Thundurus,100.0,642,145,80,101,electric,flying,61.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
642,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,Reshiram,,643,150,120,90,dragon,fire,330.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
643,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,Zekrom,,644,120,100,90,dragon,electric,345.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
644,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,Landorus,100.0,645,105,80,91,ground,flying,68.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
645,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3,Boundary Pokémon,90,1250000,3.0,125,Kyurem,,646,170,100,95,dragon,ice,325.0,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
646,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,Keldeo,,647,129,90,108,water,fighting,48.5,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
647,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,100,600,3,Melody Pokémon,90,1250000,0.6,100,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
648,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,Genesect,,649,120,95,99,bug,steel,82.5,5,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
649,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,Chespin,88.1,650,48,45,38,grass,,9.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
650,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,Quilladin,88.1,651,56,58,57,grass,,29.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
651,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,Chesnaught,88.1,652,74,75,64,grass,fighting,90.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
652,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,Fennekin,88.1,653,62,60,60,fire,,9.4,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
653,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,5120,70,409,45,Fox Pokémon,58,1059860,1.0,59,Braixen,88.1,654,90,70,73,fire,,14.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
654,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,Delphox,88.1,655,114,100,104,fire,psychic,39.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
655,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,Froakie,88.1,656,62,44,71,water,,7.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
656,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,Frogadier,88.1,657,83,56,97,water,,10.9,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
657,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,Greninja,88.1,658,153,71,132,water,dark,40.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
658,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,Bunnelby,50.0,659,32,36,57,normal,,5.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,70,423,127,Digging Pokémon,77,1000000,1.0,85,Diggersby,50.0,660,50,77,78,normal,ground,42.4,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
660,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,Fletchling,50.0,661,40,38,62,normal,flying,1.7,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
661,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,Fletchinder,50.0,662,56,52,84,fire,flying,16.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
662,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,Talonflame,50.0,663,74,69,126,fire,flying,24.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
663,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,Scatterbug,50.0,664,27,25,35,bug,,2.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
664,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,Spewpa,50.0,665,27,30,29,bug,,8.4,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
665,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,Vivillon,50.0,666,90,50,89,bug,flying,17.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
666,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,Litleo,11.2,667,73,54,72,fire,normal,13.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
667,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,Pyroar,11.2,668,109,66,106,fire,normal,81.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
668,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,5120,70,303,225,Single Bloom Pokémon,39,1000000,0.1,44,Flabébé,0.0,669,61,79,42,fairy,,0.1,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
669,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,551,120,Fairy Pokémon,67,1000000,0.2,74,Floette,0.0,670,125,128,92,fairy,,0.9,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
670,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,Florges,0.0,671,112,154,75,fairy,,10.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
671,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,Skiddo,50.0,672,62,57,52,grass,,31.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
672,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,Gogoat,50.0,673,97,81,68,grass,,91.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
673,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,Pancham,50.0,674,46,48,43,fighting,,8.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,Pangoro,50.0,675,69,71,58,fighting,dark,136.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
675,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,Furfrou,50.0,676,65,90,102,normal,,28.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
676,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,Espurr,50.0,677,63,60,68,psychic,,3.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
677,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,466,75,Constraint Pokémon,76,1000000,0.6,74,Meowstic,50.0,678,83,81,104,psychic,,8.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
678,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,Honedge,50.0,679,35,37,28,steel,ghost,2.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
679,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,Doublade,50.0,680,45,49,35,steel,ghost,4.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
680,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,Aegislash,50.0,681,150,50,60,steel,ghost,53.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
681,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,Spritzee,50.0,682,63,65,23,fairy,,0.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
682,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,Aromatisse,50.0,683,99,89,29,fairy,,15.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
683,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,Swirlix,50.0,684,59,57,49,fairy,,3.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
684,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,Slurpuff,50.0,685,85,75,72,fairy,,5.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
685,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54,5120,70,288,190,Revolving Pokémon,53,1000000,0.4,53,Inkay,50.0,686,37,46,45,dark,psychic,3.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
686,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92,5120,70,482,80,Overturning Pokémon,88,1000000,1.5,86,Malamar,50.0,687,68,75,73,dark,psychic,47.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
687,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,52,5120,70,306,120,Two-Handed Pokémon,67,1000000,0.5,42,Binacle,50.0,688,39,56,50,rock,water,31.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
688,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105,5120,70,500,45,Collective Pokémon,115,1000000,1.3,72,Barbaracle,50.0,689,54,86,68,rock,water,96.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
689,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,60,5120,70,320,225,Mock Kelp Pokémon,60,1000000,0.5,50,Skrelp,50.0,690,60,60,30,poison,water,7.3,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
690,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75,5120,70,494,55,Mock Kelp Pokémon,90,1000000,1.8,65,Dragalge,50.0,691,97,123,44,poison,dragon,81.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
691,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,3840,70,330,225,Water Gun Pokémon,62,1250000,0.5,50,Clauncher,50.0,692,58,63,44,water,,8.3,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
692,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,73,3840,70,500,55,Howitzer Pokémon,88,1250000,1.3,71,Clawitzer,50.0,693,120,89,59,water,,35.3,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
693,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,38,5120,70,289,190,Generator Pokémon,33,1000000,0.5,44,Helioptile,50.0,694,61,43,70,electric,normal,6.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
694,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,481,75,Generator Pokémon,52,1000000,1.0,62,Heliolisk,50.0,695,109,94,109,electric,normal,21.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
695,"['Strong Jaw', 'Sturdy']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,89,7680,70,362,45,Royal Heir Pokémon,77,1000000,0.8,58,Tyrunt,88.1,696,45,45,48,rock,dragon,26.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
696,"['Strong Jaw', 'Rock Head']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,121,7680,70,521,45,Despot Pokémon,119,1000000,2.5,82,Tyrantrum,88.1,697,69,59,71,rock,dragon,270.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
697,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,59,7680,70,362,45,Tundra Pokémon,50,1000000,1.3,77,Amaura,88.1,698,67,63,46,rock,ice,25.2,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
698,"['Refrigerate', 'Snow Warning']",1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,77,7680,70,521,45,Tundra Pokémon,72,1000000,2.7,123,Aurorus,88.1,699,99,92,58,rock,ice,225.0,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
699,"['Cute Charm', 'Pixilate']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,8960,70,525,45,Intertwining Pokémon,65,1000000,1.0,95,Sylveon,88.1,700,110,130,60,fairy,,23.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
700,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,92,5120,70,500,100,Wrestling Pokémon,75,1000000,0.8,78,Hawlucha,50.0,701,74,63,118,fighting,flying,21.5,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
701,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,58,5120,70,431,180,Antenna Pokémon,57,1000000,0.2,67,Dedenne,50.0,702,81,67,101,electric,fairy,2.2,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
702,"['Clear Body', 'Sturdy']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,50,6400,70,500,60,Jewel Pokémon,150,1250000,0.3,50,Carbink,,703,50,150,50,rock,fairy,5.7,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
703,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,50,10240,35,300,45,Soft Tissue Pokémon,35,1250000,0.3,45,Goomy,50.0,704,55,75,40,dragon,,2.8,6,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
